label,sweep_param,param_value,T_K,kappa_p_W_mK
TiN,A_U,3.162277660168379e-47,400,4.55530227043621
TiN,A_U,3.162277660168379e-47,500,4.619655713591973
TiN,A_U,5.623413251903491e-47,200,4.094091050844041
TiN,A_U,5.623413251903491e-47,300,4.423606453712062
TiN,A_U,5.623413251903491e-47,400,4.55530227043621
TiN,A_U,5.623413251903491e-47,500,4.619655713591973
TiN,A_U,1e-46,200,4.094091050844041
TiN,A_U,1e-46,300,4.423606453712062
TiN,A_U,1e-46,400,4.55530227043621
TiN,A_U,1e-46,500,4.619655713591973
TiN,A_U,1.7782794100389227e-46,200,4.094091050844041
TiN,A_U,1.7782794100389227e-46,300,4.423606453712062
TiN,A_U,1.7782794100389227e-46,400,4.55530227043621
TiN,A_U,1.7782794100389227e-46,500,4.619655713591973
TiN,A_U,3.1622776601683793e-46,200,4.094091050844041
TiN,A_U,3.1622776601683793e-46,300,4.423606453712062
TiN,A_U,3.1622776601683793e-46,400,4.55530227043621
TiN,A_U,3.1622776601683793e-46,500,4.619655713591973
TiN,A_U,5.6234132519034906e-46,200,4.094091050844041
TiN,A_U,5.6234132519034906e-46,300,4.423606453712062
TiN,A_U,5.6234132519034906e-46,400,4.55530227043621
TiN,A_U,5.6234132519034906e-46,500,4.619655713591973
TiN,A_U,1e-45,200,4.094091050844041
TiN,A_U,1e-45,300,4.423606453712062
TiN,A_U,1e-45,400,4.55530227043621
TiN,A_U,1e-45,500,4.619655713591973
TiN,A_U,1.7782794100389227e-45,200,4.094091050844041
TiN,A_U,1.7782794100389227e-45,300,4.423606453712062
TiN,A_U,1.7782794100389227e-45,400,4.55530227043621
TiN,A_U,1.7782794100389227e-45,500,4.619655713591973
TiN,A_U,3.162277660168379e-45,200,4.094091050844041
TiN,A_U,3.162277660168379e-45,300,4.423606453712062
TiN,A_U,3.162277660168379e-45,400,4.55530227043621
TiN,A_U,3.162277660168379e-45,500,4.619655713591973
TiN,A_U,5.623413251903491e-45,200,4.094091050844041
TiN,A_U,5.623413251903491e-45,300,4.423606453712062
TiN,A_U,5.623413251903491e-45,400,4.55530227043621
TiN,A_U,5.623413251903491e-45,500,4.619655713591973
TiN,A_U,1e-44,200,4.094091050844041
TiN,A_U,1e-44,300,4.423606453712062
TiN,A_U,1e-44,400,4.55530227043621
TiN,A_U,1e-44,500,4.619655713591973
TiN,A_U,1.7782794100389228e-44,200,4.094091050844041
TiN,A_U,1.7782794100389228e-44,300,4.423606453712062
TiN,A_U,1.7782794100389228e-44,400,4.55530227043621
TiN,A_U,1.7782794100389228e-44,500,4.619655713591973
TiN,A_U,3.162277660168379e-44,200,4.094091050844041
TiN,A_U,3.162277660168379e-44,300,4.423606453712062
TiN,A_U,3.162277660168379e-44,400,4.55530227043621
TiN,A_U,3.162277660168379e-44,500,4.619655713591973
TiN,A_U,5.623413251903491e-44,200,4.094091050844041
TiN,A_U,5.623413251903491e-44,300,4.423606453712062
TiN,A_U,5.623413251903491e-44,400,4.55530227043621
TiN,A_U,5.623413251903491e-44,500,4.619655713591973
TiN,A_U,1e-43,200,4.094091050844041
TiN,A_U,1e-43,300,4.423606453712062
TiN,A_U,1e-43,400,4.55530227043621
TiN,A_U,1e-43,500,4.619655713591973
TiN,A_U,1.7782794100389228e-43,200,4.094091050844041
TiN,A_U,1.7782794100389228e-43,300,4.423606453712062
TiN,A_U,1.7782794100389228e-43,400,4.55530227043621
TiN,A_U,1.7782794100389228e-43,500,4.619655713591973
TiN,A_U,3.162277660168379e-43,200,4.094091050844041
TiN,A_U,3.162277660168379e-43,300,4.423606453712062
TiN,A_U,3.162277660168379e-43,400,4.55530227043621
TiN,A_U,3.162277660168379e-43,500,4.619655713591973
TiN,A_U,5.623413251903491e-43,200,4.094091050844041
TiN,A_U,5.623413251903491e-43,300,4.423606453712062
TiN,A_U,5.623413251903491e-43,400,4.55530227043621
TiN,A_U,5.623413251903491e-43,500,4.619655713591973
TiN,A_U,1e-42,200,4.094091050844041
TiN,A_U,1e-42,300,4.423606453712062
TiN,A_U,1e-42,400,4.55530227043621
TiN,A_U,1e-42,500,4.619655713591973
SiO2,L_eff,1e-09,200,0.3883725852750165
SiO2,L_eff,1e-09,300,0.4296236333362553
SiO2,L_eff,1e-09,400,0.44632767440948107
SiO2,L_eff,1e-09,500,0.45453189986132114
SiO2,L_eff,1.584893192461111e-09,200,0.4459334167962973
SiO2,L_eff,1.584893192461111e-09,300,0.4895423019804451
SiO2,L_eff,1.584893192461111e-09,400,0.507125051799564
SiO2,L_eff,1.584893192461111e-09,500,0.5157463266481352
SiO2,L_eff,2.511886431509582e-09,200,0.5016747144130216
SiO2,L_eff,2.511886431509582e-09,300,0.5472431862665297
SiO2,L_eff,2.511886431509582e-09,400,0.5655509144875667
SiO2,L_eff,2.511886431509582e-09,500,0.5745152592729592
SiO2,L_eff,3.981071705534969e-09,200,0.5525586442849888
SiO2,L_eff,3.981071705534969e-09,300,0.5996923585303292
SiO2,L_eff,3.981071705534969e-09,400,0.6185758409862185
SiO2,L_eff,3.981071705534969e-09,500,0.6278120054743114
SiO2,L_eff,6.309573444801943e-09,200,0.5960922165873259
SiO2,L_eff,6.309573444801943e-09,300,0.6444242010456409
SiO2,L_eff,6.309573444801943e-09,400,0.6637465184877163
SiO2,L_eff,6.309573444801943e-09,500,0.6731894939191563
SiO2,L_eff,1e-08,200,0.6309851705725285
SiO2,L_eff,1e-08,300,0.6801966737740701
SiO2,L_eff,1e-08,400,0.6998400525651111
SiO2,L_eff,1e-08,500,0.7094341381989709
SiO2,L_eff,1.5848931924611143e-08,200,0.6573248578642868
SiO2,L_eff,1.5848931924611143e-08,300,0.7071576413246337
SiO2,L_eff,1.5848931924611143e-08,400,0.7270272932162652
SiO2,L_eff,1.5848931924611143e-08,500,0.7367277775889036
SiO2,L_eff,2.511886431509582e-08,200,0.6762269269345104
SiO2,L_eff,2.511886431509582e-08,300,0.7264846994427764
SiO2,L_eff,2.511886431509582e-08,400,0.7465088892685481
SiO2,L_eff,2.511886431509582e-08,500,0.756281994517346
SiO2,L_eff,3.981071705534969e-08,200,0.6892648411466562
SiO2,L_eff,3.981071705534969e-08,300,0.7398061484754721
SiO2,L_eff,3.981071705534969e-08,400,0.7599333297025282
SiO2,L_eff,3.981071705534969e-08,500,0.7697548121842201
SiO2,L_eff,6.30957344480193e-08,200,0.697999577973426
SiO2,L_eff,6.30957344480193e-08,300,0.7487266132239887
SiO2,L_eff,6.30957344480193e-08,400,0.768921210994777
SiO2,L_eff,6.30957344480193e-08,500,0.7787743514919394
SiO2,L_eff,1e-07,200,0.7037329581786183
SiO2,L_eff,1e-07,300,0.754580104532899
SiO2,L_eff,1e-07,400,0.7748182809718474
SiO2,L_eff,1e-07,500,0.7846918817363356
SiO2,L_eff,1.584893192461114e-07,200,0.7074444945633301
SiO2,L_eff,1.584893192461114e-07,300,0.7583686474303855
SiO2,L_eff,1.584893192461114e-07,400,0.7786347551279028
SiO2,L_eff,1.584893192461114e-07,500,0.788521468119806
SiO2,L_eff,2.5118864315095823e-07,200,0.7098252614768145
SiO2,L_eff,2.5118864315095823e-07,300,0.7607985038145856
SiO2,L_eff,2.5118864315095823e-07,400,0.781082413551089
SiO2,L_eff,2.5118864315095823e-07,500,0.790977483013376
SiO2,L_eff,3.981071705534969e-07,200,0.7113433290932721
SiO2,L_eff,3.981071705534969e-07,300,0.7623477485254977
SiO2,L_eff,3.981071705534969e-07,400,0.7826429631194238
SiO2,L_eff,3.981071705534969e-07,500,0.7925433389492804
SiO2,L_eff,6.309573444801942e-07,200,0.7123076009537357
SiO2,L_eff,6.309573444801942e-07,300,0.7633317739488451
SiO2,L_eff,6.309573444801942e-07,400,0.7836341506684678
SiO2,L_eff,6.309573444801942e-07,500,0.7935378882136128
SiO2,L_eff,1e-06,200,0.7129186042215482
SiO2,L_eff,1e-06,300,0.763955273840776
SiO2,L_eff,1e-06,400,0.7842621812921009
SiO2,L_eff,1e-06,500,0.7941680454036455
SiO2,L_eff,1.584893192461114e-06,200,0.7133051586475854
SiO2,L_eff,1.584893192461114e-06,300,0.7643497262960464
SiO2,L_eff,1.584893192461114e-06,400,0.7846594971418575
SiO2,L_eff,1.584893192461114e-06,500,0.7945667052138342
SiO2,L_eff,2.5118864315095823e-06,200,0.7135494727272748
SiO2,L_eff,2.5118864315095823e-06,300,0.7645990289643657
SiO2,L_eff,2.5118864315095823e-06,400,0.7849106083655315
SiO2,L_eff,2.5118864315095823e-06,500,0.7948186652929815
SiO2,L_eff,3.981071705534969e-06,200,0.7137037900293822
SiO2,L_eff,3.981071705534969e-06,300,0.7647564959550711
SiO2,L_eff,3.981071705534969e-06,400,0.7850692172257256
SiO2,L_eff,3.981071705534969e-06,500,0.7949778100933338
SiO2,L_eff,6.309573444801943e-06,200,0.7138012236762257
SiO2,L_eff,6.309573444801943e-06,300,0.7648559177589596
SiO2,L_eff,6.309573444801943e-06,400,0.7851693597988044
SiO2,L_eff,6.309573444801943e-06,500,0.7950782909607353
SiO2,L_eff,1e-05,200,0.7138627264585616
SiO2,L_eff,1e-05,300,0.7649186753174284
SiO2,L_eff,1e-05,400,0.7852325722507196
SiO2,L_eff,1e-05,500,0.7951417169172977
SiO2,A_0,100000000.0,200,0.9530270732955636
SiO2,A_0,100000000.0,300,1.0080056216352462
SiO2,A_0,100000000.0,400,1.0297336514511024
SiO2,A_0,100000000.0,500,1.040305035777997
SiO2,A_0,199526231.49688828,200,0.9529526582538292
SiO2,A_0,199526231.49688828,300,1.007930220612175
SiO2,A_0,199526231.49688828,400,1.029657896819622
SiO2,A_0,199526231.49688828,500,1.040229115896839
SiO2,A_0,398107170.5534969,200,0.95280425006266
SiO2,A_0,398107170.5534969,300,1.0077798456882476
SiO2,A_0,398107170.5534969,400,1.0295068165518153
SiO2,A_0,398107170.5534969,500,1.040077706004443
SiO2,A_0,794328234.7242821,200,0.9525084124640585
SiO2,A_0,794328234.7242821,300,1.007480086163632
SiO2,A_0,794328234.7242821,400,1.029205650467211
SiO2,A_0,794328234.7242821,500,1.0397758825976653
SiO2,A_0,1584893192.4611108,200,0.9519192334402824
SiO2,A_0,1584893192.4611108,300,1.006883090695606
SiO2,A_0,1584893192.4611108,400,1.028605851666114
SiO2,A_0,1584893192.4611108,500,1.0391747737179418
SiO2,A_0,3162277660.1683793,200,0.9507480016045344
SiO2,A_0,3162277660.1683793,300,1.005696298001724
SiO2,A_0,3162277660.1683793,400,1.0274134779704291
SiO2,A_0,3162277660.1683793,500,1.0379797918271314
SiO2,A_0,6309573444.801943,200,0.948428165634963
SiO2,A_0,6309573444.801943,300,1.003345552252569
SiO2,A_0,6309573444.801943,400,1.0250516455623122
SiO2,A_0,6309573444.801943,500,1.0356127781152296
SiO2,A_0,12589254117.941662,200,0.9438660910838351
SiO2,A_0,12589254117.941662,300,0.9987223461275461
SiO2,A_0,12589254117.941662,400,1.0204065102657893
SiO2,A_0,12589254117.941662,500,1.0309573938229053
SiO2,A_0,25118864315.09582,200,0.9350182301106753
SiO2,A_0,25118864315.09582,300,0.9897546011907027
SiO2,A_0,25118864315.09582,400,1.0113957503271227
SiO2,A_0,25118864315.09582,500,1.021926528152717
SiO2,A_0,50118723362.72715,200,0.9183022819718041
SiO2,A_0,50118723362.72715,300,0.9728072839765629
SiO2,A_0,50118723362.72715,400,0.9943653785972693
SiO2,A_0,50118723362.72715,500,1.0048573286248241
SiO2,A_0,100000000000.0,200,0.8881753419757674
SiO2,A_0,100000000000.0,300,0.9422465299178346
SiO2,A_0,100000000000.0,400,0.9636487621402292
SiO2,A_0,100000000000.0,500,0.9740678213620223
SiO2,A_0,199526231496.88828,200,0.8379516863834633
SiO2,A_0,199526231496.88828,300,0.8912476715491311
SiO2,A_0,199526231496.88828,400,0.9123709368650257
SiO2,A_0,199526231496.88828,500,0.9226594499177558
SiO2,A_0,398107170553.49695,200,0.7632174569356858
SiO2,A_0,398107170553.49695,300,0.8152227320653781
SiO2,A_0,398107170553.49695,400,0.8358802079419819
SiO2,A_0,398107170553.49695,500,0.8459505024941647
SiO2,A_0,794328234724.2821,200,0.6665028281814336
SiO2,A_0,794328234724.2821,300,0.7165399378170361
SiO2,A_0,794328234724.2821,400,0.7364838637107859
SiO2,A_0,794328234724.2821,500,0.7462192464358517
SiO2,A_0,1584893192461.1108,200,0.5578391459412525
SiO2,A_0,1584893192461.1108,300,0.6051348728093013
SiO2,A_0,1584893192461.1108,400,0.6240779329872824
SiO2,A_0,1584893192461.1108,500,0.6333422215215448
SiO2,A_0,3162277660168.3794,200,0.44940212508898725
SiO2,A_0,3162277660168.3794,300,0.4931676807080736
SiO2,A_0,3162277660168.3794,400,0.5108090399385972
SiO2,A_0,3162277660168.3794,500,0.5194581740704192
SiO2,A_0,6309573444801.942,200,0.35008245576838937
SiO2,A_0,6309573444801.942,300,0.3895708267185737
SiO2,A_0,6309573444801.942,400,0.405614106333599
SiO2,A_0,6309573444801.942,500,0.41350398007318667
SiO2,A_0,12589254117941.662,200,0.2641875460287224
SiO2,A_0,12589254117941.662,300,0.2987334716551616
SiO2,A_0,12589254117941.662,400,0.31289931065018634
SiO2,A_0,12589254117941.662,500,0.319891186732252
SiO2,A_0,25118864315095.72,200,0.19279321725344256
SiO2,A_0,25118864315095.72,300,0.22186381844935982
SiO2,A_0,25118864315095.72,400,0.23390854449570453
SiO2,A_0,25118864315095.72,500,0.23987774192934588
SiO2,A_0,50118723362727.15,200,0.13535391351459963
SiO2,A_0,50118723362727.15,300,0.15863257526556976
SiO2,A_0,50118723362727.15,400,0.16838374843226558
SiO2,A_0,50118723362727.15,500,0.17323722400034014
SiO2,A_0,100000000000000.0,200,0.09071789836744316
SiO2,A_0,100000000000000.0,300,0.10822353028260115
SiO2,A_0,100000000000000.0,400,0.11563595230227386
SiO2,A_0,100000000000000.0,500,0.11934115683860709
SiO2,A_U,1e-47,200,0.6309851705725285
SiO2,A_U,1e-47,300,0.6801966737740701
SiO2,A_U,1e-47,400,0.6998400525651111
SiO2,A_U,1e-47,500,0.7094341381989709
SiO2,A_U,1.7782794100389229e-47,200,0.6309851705725285
SiO2,A_U,1.7782794100389229e-47,300,0.6801966737740701
SiO2,A_U,1.7782794100389229e-47,400,0.6998400525651111
SiO2,A_U,1.7782794100389229e-47,500,0.7094341381989709
SiO2,A_U,3.162277660168379e-47,200,0.6309851705725285
SiO2,A_U,3.162277660168379e-47,300,0.6801966737740701
SiO2,A_U,3.162277660168379e-47,400,0.6998400525651111
SiO2,A_U,3.162277660168379e-47,500,0.7094341381989709
SiO2,A_U,5.623413251903491e-47,200,0.6309851705725285
SiO2,A_U,5.623413251903491e-47,300,0.6801966737740701
SiO2,A_U,5.623413251903491e-47,400,0.6998400525651111
SiO2,A_U,5.623413251903491e-47,500,0.7094341381989709
SiO2,A_U,1e-46,200,0.6309851705725285
SiO2,A_U,1e-46,300,0.6801966737740701
SiO2,A_U,1e-46,400,0.6998400525651111
SiO2,A_U,1e-46,500,0.7094341381989709
SiO2,A_U,1.7782794100389227e-46,200,0.6309851705725285
SiO2,A_U,1.7782794100389227e-46,300,0.6801966737740701
SiO2,A_U,1.7782794100389227e-46,400,0.6998400525651111
SiO2,A_U,1.7782794100389227e-46,500,0.7094341381989709
SiO2,A_U,3.1622776601683793e-46,200,0.6309851705725285
SiO2,A_U,3.1622776601683793e-46,300,0.6801966737740701
SiO2,A_U,3.1622776601683793e-46,400,0.6998400525651111
SiO2,A_U,3.1622776601683793e-46,500,0.7094341381989709
SiO2,A_U,5.6234132519034906e-46,200,0.6309851705725285
SiO2,A_U,5.6234132519034906e-46,300,0.6801966737740701
SiO2,A_U,5.6234132519034906e-46,400,0.6998400525651111
SiO2,A_U,5.6234132519034906e-46,500,0.7094341381989709
SiO2,A_U,1e-45,200,0.6309851705725285
SiO2,A_U,1e-45,300,0.6801966737740701
SiO2,A_U,1e-45,400,0.6998400525651111
SiO2,A_U,1e-45,500,0.7094341381989709
SiO2,A_U,1.7782794100389227e-45,200,0.6309851705725285
SiO2,A_U,1.7782794100389227e-45,300,0.6801966737740701
SiO2,A_U,1.7782794100389227e-45,400,0.6998400525651111
SiO2,A_U,1.7782794100389227e-45,500,0.7094341381989709
SiO2,A_U,3.162277660168379e-45,200,0.6309851705725285
SiO2,A_U,3.162277660168379e-45,300,0.6801966737740701
SiO2,A_U,3.162277660168379e-45,400,0.6998400525651111
SiO2,A_U,3.162277660168379e-45,500,0.7094341381989709
SiO2,A_U,5.623413251903491e-45,200,0.6309851705725285
SiO2,A_U,5.623413251903491e-45,300,0.6801966737740701
SiO2,A_U,5.623413251903491e-45,400,0.6998400525651111
SiO2,A_U,5.623413251903491e-45,500,0.7094341381989709
SiO2,A_U,1e-44,200,0.6309851705725285
SiO2,A_U,1e-44,300,0.6801966737740701
SiO2,A_U,1e-44,400,0.6998400525651111
SiO2,A_U,1e-44,500,0.7094341381989709
SiO2,A_U,1.7782794100389228e-44,200,0.6309851705725285
SiO2,A_U,1.7782794100389228e-44,300,0.6801966737740701
SiO2,A_U,1.7782794100389228e-44,400,0.6998400525651111
SiO2,A_U,1.7782794100389228e-44,500,0.7094341381989709
SiO2,A_U,3.162277660168379e-44,200,0.6309851705725285
SiO2,A_U,3.162277660168379e-44,300,0.6801966737740701
SiO2,A_U,3.162277660168379e-44,400,0.6998400525651111
SiO2,A_U,3.162277660168379e-44,500,0.7094341381989709
SiO2,A_U,5.623413251903491e-44,200,0.6309851705725285
SiO2,A_U,5.623413251903491e-44,300,0.6801966737740701
SiO2,A_U,5.623413251903491e-44,400,0.6998400525651111
SiO2,A_U,5.623413251903491e-44,500,0.7094341381989709
SiO2,A_U,1e-43,200,0.6309851705725285
SiO2,A_U,1e-43,300,0.6801966737740701
SiO2,A_U,1e-43,400,0.6998400525651111
SiO2,A_U,1e-43,500,0.7094341381989709
SiO2,A_U,1.7782794100389228e-43,200,0.6309851705725285
SiO2,A_U,1.7782794100389228e-43,300,0.6801966737740701
SiO2,A_U,1.7782794100389228e-43,400,0.6998400525651111
SiO2,A_U,1.7782794100389228e-43,500,0.7094341381989709
SiO2,A_U,3.162277660168379e-43,200,0.6309851705725285
SiO2,A_U,3.162277660168379e-43,300,0.6801966737740701
SiO2,A_U,3.162277660168379e-43,400,0.6998400525651111
SiO2,A_U,3.162277660168379e-43,500,0.7094341381989709
SiO2,A_U,5.623413251903491e-43,200,0.6309851705725285
SiO2,A_U,5.623413251903491e-43,300,0.6801966737740701
SiO2,A_U,5.623413251903491e-43,400,0.6998400525651111
SiO2,A_U,5.623413251903491e-43,500,0.7094341381989709
SiO2,A_U,1e-42,200,0.6309851705725285
SiO2,A_U,1e-42,300,0.6801966737740701
SiO2,A_U,1e-42,400,0.6998400525651111
SiO2,A_U,1e-42,500,0.7094341381989709
Si3N4,L_eff,1e-09,200,0.27814168093650216
Si3N4,L_eff,1e-09,300,0.3154453415282448
Si3N4,L_eff,1e-09,400,0.3313957374201143
Si3N4,L_eff,1e-09,500,0.33942944547135223
Si3N4,L_eff,1.584893192461111e-09,200,0.32116671549079934
Si3N4,L_eff,1.584893192461111e-09,300,0.36044517418693883
Si3N4,L_eff,1.584893192461111e-09,400,0.37713886940674973
Si3N4,L_eff,1.584893192461111e-09,500,0.3855269447459353
Si3N4,L_eff,2.511886431509582e-09,200,0.3641503183971071
Si3N4,L_eff,2.511886431509582e-09,300,0.4051012440473114
Si3N4,L_eff,2.511886431509582e-09,400,0.4224186015850444
Si3N4,L_eff,2.511886431509582e-09,500,0.43110285758540223
Si3N4,L_eff,3.981071705534969e-09,200,0.40485936794782856
Si3N4,L_eff,3.981071705534969e-09,300,0.44717691469313126
Si3N4,L_eff,3.981071705534969e-09,400,0.46500011712235334
Si3N4,L_eff,3.981071705534969e-09,500,0.4739238642250596
Si3N4,L_eff,6.309573444801943e-09,200,0.4411126873838683
Si3N4,L_eff,6.309573444801943e-09,300,0.4845029267788482
Si3N4,L_eff,6.309573444801943e-09,400,0.5027209130445233
Si3N4,L_eff,6.309573444801943e-09,500,0.51183112831776
Si3N4,L_eff,1e-08,200,0.471354746376213
Si3N4,L_eff,1e-08,300,0.5155522520808831
Si3N4,L_eff,1e-08,400,0.5340660713301704
Si3N4,L_eff,1e-08,500,0.5433157717123156
Si3N4,L_eff,1.5848931924611143e-08,200,0.49502931149187646
Si3N4,L_eff,1.5848931924611143e-08,300,0.5398101806248295
Si3N4,L_eff,1.5848931924611143e-08,400,0.5585371226663913
Si3N4,L_eff,1.5848931924611143e-08,500,0.5678871830200432
Si3N4,L_eff,2.511886431509582e-08,200,0.5125439432310654
Si3N4,L_eff,2.511886431509582e-08,300,0.5577315173887235
Si3N4,L_eff,2.511886431509582e-08,400,0.5766067222853962
Si3N4,L_eff,2.511886431509582e-08,500,0.5860265380630951
Si3N4,L_eff,3.981071705534969e-08,200,0.5249141432005766
Si3N4,L_eff,3.981071705534969e-08,300,0.5703770777013738
Si3N4,L_eff,3.981071705534969e-08,400,0.589352516526705
Si3N4,L_eff,3.981071705534969e-08,500,0.5988194623870614
Si3N4,L_eff,6.30957344480193e-08,200,0.533346327183478
Si3N4,L_eff,6.30957344480193e-08,300,0.5789915824922833
Si3N4,L_eff,6.30957344480193e-08,400,0.5980333227861854
Si3N4,L_eff,6.30957344480193e-08,500,0.6075314311194806
Si3N4,L_eff,1e-07,200,0.5389485071814348
Si3N4,L_eff,1e-07,300,0.5847125558991544
Si3N4,L_eff,1e-07,400,0.603797467947379
Si3N4,L_eff,1e-07,500,0.6133158621685859
Si3N4,L_eff,1.584893192461114e-07,200,0.5426048871129785
Si3N4,L_eff,1.584893192461114e-07,300,0.5884454827860078
Si3N4,L_eff,1.584893192461114e-07,400,0.6075582018440888
Si3N4,L_eff,1.584893192461114e-07,500,0.6170896600167827
Si3N4,L_eff,2.5118864315095823e-07,200,0.5449629656840163
Si3N4,L_eff,2.5118864315095823e-07,300,0.5908525203874865
Si3N4,L_eff,2.5118864315095823e-07,400,0.6099830199074039
Si3N4,L_eff,2.5118864315095823e-07,500,0.6195228305668368
Si3N4,L_eff,3.981071705534969e-07,200,0.5464718470685561
Si3N4,L_eff,3.981071705534969e-07,300,0.5923925631867603
Si3N4,L_eff,3.981071705534969e-07,400,0.6115343776740427
Si3N4,L_eff,3.981071705534969e-07,500,0.6210795032415858
Si3N4,L_eff,6.309573444801942e-07,200,0.5474324464971471
Si3N4,L_eff,6.309573444801942e-07,300,0.593372933630538
Si3N4,L_eff,6.309573444801942e-07,400,0.6125219263587434
Si3N4,L_eff,6.309573444801942e-07,500,0.6220704235665551
Si3N4,L_eff,1e-06,200,0.5480419993898753
Si3N4,L_eff,1e-06,300,0.5939950052588078
Si3N4,L_eff,1e-06,400,0.613148542838404
Si3N4,L_eff,1e-06,500,0.6226991747159225
Si3N4,L_eff,1.584893192461114e-06,200,0.5484279892435735
Si3N4,L_eff,1.584893192461114e-06,300,0.5943889115666765
Si3N4,L_eff,1.584893192461114e-06,400,0.6135453230422401
Si3N4,L_eff,1.584893192461114e-06,500,0.6230973047349836
Si3N4,L_eff,2.5118864315095823e-06,200,0.5486720880582006
Si3N4,L_eff,2.5118864315095823e-06,300,0.5946380123901557
Si3N4,L_eff,2.5118864315095823e-06,400,0.6137962396859997
Si3N4,L_eff,2.5118864315095823e-06,500,0.6233490742260093
Si3N4,L_eff,3.981071705534969e-06,200,0.5488263260075162
Si3N4,L_eff,3.981071705534969e-06,300,0.5947954092137315
Si3N4,L_eff,3.981071705534969e-06,400,0.6139547832185368
Si3N4,L_eff,3.981071705534969e-06,500,0.6235081563364396
Si3N4,L_eff,6.309573444801943e-06,200,0.5489237321569912
Si3N4,L_eff,6.309573444801943e-06,300,0.5948948096027729
Si3N4,L_eff,6.309573444801943e-06,400,0.614054907532346
Si3N4,L_eff,6.309573444801943e-06,500,0.623608620656425
Si3N4,L_eff,1e-05,200,0.5489852265978828
Si3N4,L_eff,1e-05,300,0.5949575627719941
Si3N4,L_eff,1e-05,400,0.6141181176267658
Si3N4,L_eff,1e-05,500,0.6236720453545672
Si3N4,A_0,100000000.0,200,0.6659468835376026
Si3N4,A_0,100000000.0,300,0.7139638186080568
Si3N4,A_0,100000000.0,400,0.7338632828881476
Si3N4,A_0,100000000.0,500,0.7437636258051127
Si3N4,A_0,199526231.49688828,200,0.6659075362048461
